TIMESTAMP_START,TIMESTAMP_END,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
19940101,19940107,-13.146,0.0,131.928,48.23,0.0,240.822,0.0,0.457,0.0,99.021,0.0,1.76,0.0,2.404,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,33.2695,0.0,36.4586,-9999,33.5164,0.0,36.7292,-9999,0.164751,0.0,-9999,-4.46752,1.97153,4.03962,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940108,19940114,-11.547,0.0,138.742,60.907,0.0,234.858,0.0,0.484,0.0,99.333,0.0,1.059,0.0,2.249,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.3832,0.0,32.9207,-9999,32.4458,0.0,32.9844,-9999,0.094955,0.0,-9999,-4.57538,1.89879,3.95837,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940115,19940121,-17.372,0.0,148.337,78.867,0.0,197.398,0.0,0.368,0.0,99.566,0.0,1.343,0.0,2.778,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.2668,0.0,32.8024,-9999,32.6608,0.0,33.2029,-9999,0.168462,0.0,-9999,-4.35782,1.8829,3.95436,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940122,19940128,-9.498,0.0,160.568,59.064,0.0,252.981,0.0,0.532,0.0,99.469,0.0,5.123,0.0,2.787,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,33.2695,0.0,32.04,-9999,33.5164,0.0,32.2778,-9999,0.164751,0.0,-9999,-4.46752,1.97153,4.03962,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940129,19940204,-14.321,0.0,175.228,112.546,0.0,196.549,0.0,0.438,0.0,99.255,0.0,0.375,0.0,2.125,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.3832,0.0,31.1864,-9999,32.4458,0.0,31.2468,-9999,0.094955,0.0,-9999,-4.57538,1.89879,3.95837,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940205,19940211,-15.002,0.0,192.052,108.377,0.0,206.454,0.0,0.503,0.0,99.538,0.0,0.784,0.0,2.13,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.2668,0.0,27.6874,-9999,32.6608,0.0,28.0255,-9999,0.168462,0.0,-9999,-4.35782,1.8829,3.95436,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940212,19940218,-5.785,0.0,210.717,117.262,0.0,245.304,0.0,1.107,0.0,99.541,0.0,0.709,0.0,2.53,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,33.2695,0.0,39.9136,-9999,33.5164,0.0,40.2099,-9999,0.164751,0.0,-9999,-4.46752,1.97153,4.03962,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940219,19940225,-2.356,0.0,230.86,92.773,0.0,277.999,0.0,1.802,0.0,99.14,0.0,2.748,0.0,3.209,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.3832,0.0,42.3304,-9999,32.4458,0.0,42.4123,-9999,0.094955,0.0,-9999,-4.57538,1.89879,3.95837,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940226,19940304,-7.695,0.0,252.093,157.003,0.0,218.583,0.0,1.238,0.0,99.384,0.0,0.129,0.0,2.067,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.2668,0.0,42.5013,-9999,32.6608,0.0,43.0202,-9999,0.168462,0.0,-9999,-4.35782,1.8829,3.95436,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940305,19940311,-2.1,0.0,274.021,129.18,0.0,258.1,0.0,1.627,0.0,99.177,0.0,1.208,0.0,2.407,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,33.2695,0.0,45.1981,-9999,33.5164,0.0,45.5336,-9999,0.164751,0.0,-9999,-4.46752,1.97153,4.03962,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940312,19940318,-3.64,0.0,296.258,134.688,0.0,266.272,0.0,1.07,0.0,98.437,0.0,1.928,0.0,2.543,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.3832,0.0,42.525,-9999,32.4458,0.0,42.6073,-9999,0.094955,0.0,-9999,-4.57538,1.89879,3.95837,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940319,19940325,1.553,0.0,318.436,163.567,0.0,269.172,0.0,2.482,0.0,98.234,0.0,1.577,0.0,3.141,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.2668,0.0,40.5522,-9999,32.6608,0.0,41.0474,-9999,0.168462,0.0,-9999,-4.35782,1.8829,3.95436,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940326,19940401,1.784,0.0,340.218,170.078,0.0,266.521,0.0,2.558,0.0,98.982,0.0,1.525,0.0,1.974,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,33.2695,0.0,42.8537,-9999,33.5164,0.0,43.1718,-9999,0.164751,0.0,-9999,-4.46752,1.97153,4.03962,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940402,19940408,3.111,0.0,361.302,186.541,0.0,275.382,0.0,3.548,0.0,98.993,0.0,0.702,0.0,2.465,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.3832,0.0,41.3954,-9999,32.4458,0.0,41.4755,-9999,0.094955,0.0,-9999,-4.57538,1.89879,3.95837,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940409,19940415,8.697,0.0,381.415,179.369,0.0,299.743,0.0,4.332,0.0,98.832,0.0,3.004,0.0,2.658,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.2668,0.0,39.4938,-9999,32.6608,0.0,39.976,-9999,0.168462,0.0,-9999,-4.35782,1.8829,3.95436,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940416,19940422,5.574,0.0,400.32,242.418,0.0,266.453,0.0,4.637,0.0,98.738,0.0,1.018,0.0,3.644,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,33.2695,0.0,41.5009,-9999,33.5164,0.0,41.8089,-9999,0.164751,0.0,-9999,-4.46752,1.97153,4.03962,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940423,19940429,11.885,0.0,417.805,208.968,0.0,323.272,0.0,5.582,0.0,98.752,0.0,4.244,0.0,2.777,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.3832,0.0,44.1208,-9999,32.4458,0.0,44.2062,-9999,0.094955,0.0,-9999,-4.57538,1.89879,3.95837,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940430,19940506,7.585,0.0,433.685,192.777,0.0,297.891,0.0,3.83,0.0,99.213,0.0,2.036,0.0,2.14,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.2668,0.0,37.7114,-9999,32.6608,0.0,38.1719,-9999,0.168462,0.0,-9999,-4.35782,1.8829,3.95436,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940507,19940513,9.056,0.0,447.795,225.535,0.0,293.154,0.0,4.46,0.0,98.573,0.0,3.139,0.0,2.807,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,33.2695,0.0,38.559,-9999,33.5164,0.0,38.8452,-9999,0.164751,0.0,-9999,-4.46752,1.97153,4.03962,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940514,19940520,10.095,0.0,459.989,188.585,0.0,319.558,0.0,4.223,0.0,99.008,0.0,1.426,0.0,2.363,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.3832,0.0,39.4455,-9999,32.4458,0.0,39.5218,-9999,0.094955,0.0,-9999,-4.57538,1.89879,3.95837,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940521,19940527,13.432,0.0,470.14,249.929,0.0,316.827,0.0,6.027,0.0,98.62,0.0,5.158,0.0,1.906,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.2668,0.0,39.3037,-9999,32.6608,0.0,39.7837,-9999,0.168462,0.0,-9999,-4.35782,1.8829,3.95436,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940528,19940603,14.457,0.0,478.138,239.948,0.0,322.85,0.0,6.792,0.0,98.889,0.0,2.77,0.0,2.747,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,33.2695,0.0,44.5558,-9999,33.5164,0.0,44.8865,-9999,0.164751,0.0,-9999,-4.46752,1.97153,4.03962,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940604,19940610,14.807,0.0,483.894,270.26,0.0,321.226,0.0,7.112,0.0,98.925,0.0,1.822,0.0,1.967,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.3832,0.0,46.2079,-9999,32.4458,0.0,46.2973,-9999,0.094955,0.0,-9999,-4.57538,1.89879,3.95837,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940611,19940617,21.292,0.0,487.343,250.583,0.0,372.57,0.0,7.627,0.0,99.063,0.0,2.849,0.0,1.714,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.2668,0.0,43.377,-9999,32.6608,0.0,43.9067,-9999,0.168462,0.0,-9999,-4.35782,1.8829,3.95436,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940618,19940624,20.859,0.0,488.448,244.2,0.0,361.349,0.0,8.237,0.0,98.742,0.0,5.709,0.0,2.098,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,33.2695,0.0,39.7869,-9999,33.5164,0.0,40.0822,-9999,0.164751,0.0,-9999,-4.46752,1.97153,4.03962,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940625,19940701,18.172,0.0,487.204,193.46,0.0,370.623,0.0,4.758,0.0,98.155,0.0,4.728,0.0,2.093,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.3832,0.0,38.727,-9999,32.4458,0.0,38.8019,-9999,0.094955,0.0,-9999,-4.57538,1.89879,3.95837,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940702,19940708,20.99,0.0,483.638,226.4,0.0,368.448,0.0,6.721,0.0,99.124,0.0,3.801,0.0,1.883,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.2668,0.0,29.7149,-9999,32.6608,0.0,30.0777,-9999,0.168462,0.0,-9999,-4.35782,1.8829,3.95436,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940709,19940715,19.155,0.0,477.807,213.774,0.0,361.864,0.0,6.515,0.0,99.033,0.0,1.196,0.0,2.282,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,33.2695,0.0,32.3312,-9999,33.5164,0.0,32.5711,-9999,0.164751,0.0,-9999,-4.46752,1.97153,4.03962,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940716,19940722,21.785,0.0,469.798,214.493,0.0,374.919,0.0,6.899,0.0,99.001,0.0,2.244,0.0,1.308,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.3832,0.0,35.9049,-9999,32.4458,0.0,35.9744,-9999,0.094955,0.0,-9999,-4.57538,1.89879,3.95837,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940723,19940729,19.233,0.0,459.719,236.853,0.0,352.478,0.0,6.576,0.0,98.572,0.0,2.595,0.0,1.562,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.2668,0.0,37.935,-9999,32.6608,0.0,38.3982,-9999,0.168462,0.0,-9999,-4.35782,1.8829,3.95436,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940730,19940805,19.065,0.0,447.694,183.458,0.0,366.162,0.0,5.684,0.0,99.107,0.0,5.237,0.0,1.653,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,33.2695,0.0,38.3349,-9999,33.5164,0.0,38.6194,-9999,0.164751,0.0,-9999,-4.46752,1.97153,4.03962,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940806,19940812,16.587,0.0,433.865,176.469,0.0,354.191,0.0,5.595,0.0,99.509,0.0,0.908,0.0,1.336,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.3832,0.0,38.1351,-9999,32.4458,0.0,38.2089,-9999,0.094955,0.0,-9999,-4.57538,1.89879,3.95837,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940813,19940819,18.092,0.0,418.384,202.284,0.0,352.517,0.0,6.094,0.0,98.89,0.0,1.781,0.0,2.023,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.2668,0.0,37.5815,-9999,32.6608,0.0,38.0404,-9999,0.168462,0.0,-9999,-4.35782,1.8829,3.95436,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940820,19940826,19.187,0.0,401.413,201.3,0.0,356.667,0.0,5.781,0.0,99.017,0.0,2.481,0.0,1.89,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,33.2695,0.0,38.0166,-9999,33.5164,0.0,38.2988,-9999,0.164751,0.0,-9999,-4.46752,1.97153,4.03962,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19940827,19940902,15.533,0.0,383.13,160.68,0.0,342.853,0.0,4.511,0.0,99.014,0.0,5.188,0.0,2.302,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.3832,0.0,36.0191,-9999,32.4458,0.0,36.0888,-9999,0.094955,0.0,-9999,-4.57538,1.89879,3.95837,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
