TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200105,13.81,1.0,456.8,234.578,1.0,320.037,0.0,6.318,1.0,99.056,1.0,3.824,0.0,2.628,0.97379,0.49182973909034966,0.9737903225806451,141.7937854637097,1.0,464.0199211827958,1.0,-9999,-9999,-9999,-9999,-9999,-9999,380.603,1.0,12.067,11.773,11.253,9.661,7.922,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.04772,1.0,64.7197,0.997312,62.2249,0.839681,78.3609,0.999328,75.3402,1.22151,3.84234,0.959005,0.0960704,3.41214,3.86474,4.12291,0.988575,0.959005,0.921371,8.2158,7.56875,8.2158,8.95274,4.60364,4.16131,4.37586,4.83889,6.91978,6.74646,7.02849,7.35259,3.81497,3.73299,3.95299,4.12338,-9999,-9999
200106,18.223,1.0,486.081,255.37,1.0,347.823,0.0,7.153,1.0,99.067,1.0,2.755,0.0,2.073,0.69375,0.3563924475322783,0.6868055555555557,159.27143534027775,1.0,511.5747737222222,1.0,-9999,-9999,-9999,-9999,-9999,-9999,376.042,1.0,15.066,14.701,14.003,12.185,10.387,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.49747,1.0,109.207,0.925,117.169,1.12716,32.2212,0.925694,34.5704,0.795625,3.50966,0.751389,0.109688,2.51418,3.90923,4.64136,0.827778,0.75,0.708333,12.5823,11.666,12.1897,14.485,8.86862,8.55755,9.22359,9.80108,13.7672,9.81099,10.4019,12.2811,7.6698,6.71915,7.45171,8.01963,-9999,-9999
200107,18.979,0.985215,471.849,245.703,0.985215,353.688,0.0,6.958,0.985215,99.049,0.982527,1.653,0.0,2.315,0.964382,0.4055698129042689,0.950268817204301,149.41998188978494,0.9825268817204302,483.7524638319893,0.9825268817204302,-9999,-9999,-9999,-9999,-9999,-9999,365.812,0.999328,16.825,16.592,16.012,14.316,12.593,0.985215,0.985215,0.985215,0.985215,0.985215,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.88602,0.985215,107.108,0.998656,122.141,0.999555,24.6951,0.999328,28.1609,0.928205,3.82412,0.934812,0.149457,2.88484,4.2963,5.6734,0.951613,0.883737,0.872984,16.3076,13.1583,14.886,17.6816,11.3553,10.2331,10.5897,11.7334,13.2937,8.90513,12.9588,14.3197,7.87891,8.48347,10.3623,10.7912,-9999,-9999
200108,21.067,1.0,417.23,221.474,1.0,361.408,0.0,8.823,1.0,99.017,1.0,2.092,0.0,2.137,0.903898,0.387931547172595,0.8918010752688172,133.39503603494623,1.0,449.42665448924737,1.0,-9999,-9999,-9999,-9999,-9999,-9999,366.766,1.0,18.186,17.976,17.387,15.632,13.916,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.76051,1.0,80.1753,1.0,93.7847,0.920648,31.5422,0.999328,36.8964,0.82067,1.55749,0.925403,0.126463,1.22806,1.77675,2.5768,0.943548,0.924731,0.892473,7.16673,6.77231,7.06782,8.54225,4.86201,5.33189,5.65476,6.02673,7.6815,7.6815,10.1697,11.1277,8.34535,7.44124,7.71575,8.5586,-9999,-9999
200109,14.637,1.0,335.545,155.337,1.0,341.185,0.0,4.132,1.0,99.19,1.0,2.335,0.0,2.178,0.976389,0.3661128836338303,0.976388888888889,84.69121328472221,1.0,317.02842809722216,1.0,-9999,-9999,-9999,-9999,-9999,-9999,369.59,1.0,14.39,14.506,14.627,14.342,13.924,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.788946,1.0,56.66,0.999306,76.8541,0.805913,6.49362,0.997917,8.80801,0.702026,1.47068,0.950694,0.0876468,0.968176,1.41862,1.4961,0.950694,0.908333,0.919444,6.75043,6.73036,6.9269,7.24043,5.33692,5.22177,5.43214,6.19978,4.60299,5.84139,6.4147,7.20301,5.87003,5.99753,6.32732,6.77346,-9999,-9999
200110,9.406,1.0,243.656,84.089,1.0,313.55,0.0,2.976,1.0,98.992,1.0,4.407,0.0,2.738,0.272177,-9999,-9999,31.17608806451613,1.0,171.96583120129858,0.989247311827957,-9999,-9999,-9999,-9999,-9999,-9999,376.274,0.998656,9.686,9.882,10.204,10.576,11.254,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.84751,1.0,18.7502,0.750672,32.7456,0.365572,1.53068,0.754704,2.67319,0.639696,2.24337,0.565188,0.041201,2.02751,2.14004,2.24337,0.600134,0.567204,0.565188,3.95603,3.95603,4.06687,4.39692,1.80954,1.67824,1.84343,2.35313,2.44089,2.69473,3.44823,3.777,1.8996,1.01326,1.71227,2.12728,-9999,-9999
200111,6.162,1.0,166.614,53.421,0.995833,304.44,0.0,2.083,1.0,99.334,1.0,2.052,0.0,2.528,0.913194,0.46265932275499516,0.8833333333333333,14.862794590277778,1.0,104.20738155250679,0.9951388888888888,-9999,-9999,-9999,-9999,-9999,-9999,380.697,1.0,6.302,6.534,6.926,7.558,8.682,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.27726,1.0,8.58668,0.984028,11.0266,0.260351,-1.98011,0.992361,-2.54275,0.849526,2.52101,0.949306,0.0436696,2.27532,2.62442,2.80577,0.968056,0.944444,0.922917,3.55142,3.20931,3.45559,3.54912,0.862248,0.765961,0.859645,0.91334,2.91332,2.77698,2.87548,2.9726,0.970275,0.915164,0.945743,1.01812,-9999,-9999
200112,0.569,1.0,130.227,43.737,1.0,278.786,0.0,1.188,1.0,98.882,1.0,1.991,0.0,2.486,0.920027,0.47380970202898864,0.907258064516129,3.5200839650537636,1.0,87.34919775537634,1.0,-9999,-9999,-9999,-9999,-9999,-9999,380.312,1.0,2.858,3.191,3.763,4.817,6.396,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.34121,1.0,4.02663,0.997312,3.30942,0.16379,4.2941,0.997984,3.52925,0.824428,1.22085,0.97379,0.0228665,1.13218,1.22085,1.31131,0.977823,0.97379,0.965726,1.60683,1.36321,1.50138,1.70214,0.356201,0.238894,0.274107,0.356201,1.63069,1.6828,1.77652,1.82436,0.391586,0.369814,0.40083,0.428398,-9999,-9999
200201,-1.669,1.0,147.394,46.061,1.0,278.586,0.0,1.206,1.0,98.682,0.999328,1.591,0.0,2.549,0.922715,0.5052486059880369,0.9032258064516129,10.688622544612215,0.9993279569892473,93.8760809481526,0.9993279569892473,-9999,-9999,-9999,-9999,-9999,-9999,377.74,0.999328,0.554,0.868,1.382,2.408,4.067,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.74433,1.0,2.23476,0.999328,2.44181,0.1205,10.0562,0.999328,10.9879,0.883424,0.935607,0.997312,0.0189457,0.920857,0.941957,1.04007,0.997984,0.99664,0.984543,0.974286,0.929514,0.964909,1.04339,0.0120763,0.00745467,0.0120763,0.01636,0.970008,1.01702,1.05639,1.13259,0.0683023,0.0679103,0.0714652,0.0794251,-9999,-9999
200202,-2.949,1.0,210.269,85.075,1.0,264.371,0.0,1.32,1.0,98.903,1.0,1.902,0.0,2.998,0.966518,0.5785205778135948,0.9665178571428571,38.33682601190476,1.0,171.41456102678575,1.0,-9999,-9999,-9999,-9999,-9999,-9999,377.384,0.999256,0.192,0.395,0.837,1.689,3.153,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.74421,1.0,4.37498,0.998512,3.77144,0.174755,43.2735,0.999256,37.3038,1.06888,0.929609,0.988095,0.0213386,0.912849,0.930958,1.00508,0.988095,0.988095,0.983631,1.09472,1.06878,1.09472,1.20254,0.167473,0.149689,0.159302,0.197466,0.754761,0.73851,0.761223,0.793831,0.0820486,0.0772217,0.0803998,0.0849588,-9999,-9999
200203,-1.442,1.0,299.357,129.99,1.0,265.308,0.0,1.638,1.0,99.229,1.0,2.435,0.0,2.976,0.946237,0.5759737148220643,0.9301075268817204,72.03549731854838,1.0,261.4915256048387,1.0,-9999,-9999,-9999,-9999,-9999,-9999,377.103,1.0,-0.045,0.238,0.61,1.244,2.536,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.55794,1.0,9.46791,0.998656,11.3472,0.26534,52.6303,0.997984,63.0769,1.08885,1.0147,0.99328,0.0206257,0.996215,1.02217,1.10394,0.995968,0.990591,0.986559,1.32995,1.2946,1.30457,1.36891,0.296903,0.277304,0.291295,0.312258,1.02059,1.02059,1.05907,1.36688,0.15181,0.165631,0.17522,0.303948,-9999,-9999
200204,6.155,1.0,390.081,165.563,1.0,293.504,0.0,3.494,1.0,99.244,1.0,3.436,0.0,2.768,0.754861,0.5482047815754071,0.7201388888888889,102.17608925694442,1.0,335.46036317361103,1.0,-9999,-9999,-9999,-9999,-9999,-9999,378.795,1.0,5.484,5.384,5.131,4.391,4.041,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.31302,1.0,21.1444,0.9625,28.8741,0.353246,52.6957,0.977083,71.9596,1.07559,1.44769,0.9625,0.0316813,1.38195,1.42236,1.45626,0.963889,0.952778,0.959722,2.6439,2.57476,2.64763,2.82471,1.21525,1.18535,1.20307,1.35362,2.42726,2.39336,2.6318,2.67476,1.43337,1.30418,1.42156,1.44243,-9999,-9999
200205,10.092,1.0,456.8,214.148,1.0,305.288,0.0,4.885,1.0,99.076,1.0,3.182,0.0,2.894,0.959005,0.560339882918889,0.9502688172043011,136.62712773521505,1.0,434.0667734274193,1.0,-9999,-9999,-9999,-9999,-9999,-9999,377.11,1.0,8.825,8.622,8.21,7.176,6.426,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.74352,1.0,26.535,0.958333,43.368,0.475137,56.1935,0.994624,91.8408,1.26537,0.862354,0.951613,0.0445836,0.744686,0.895376,1.00033,0.952285,0.952285,0.951613,3.65593,3.33722,3.57893,3.70859,2.67598,2.58124,2.63877,2.67598,3.35653,3.12551,3.32861,3.41563,2.78061,2.59298,2.72951,2.80399,-9999,-9999
200206,18.013,0.997222,486.081,222.733,0.998611,350.966,0.0,6.823,0.997222,98.993,1.0,3.488,0.0,2.228,0.963194,0.4040810812019007,0.9541666666666667,140.84108588194442,1.0,455.9556310440476,0.9854166666666667,-9999,-9999,-9999,-9999,-9999,-9999,371.556,0.999306,15.173,14.872,14.123,12.307,10.076,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.34784,1.0,63.9175,0.995833,101.005,0.73968,22.7206,0.998611,35.9039,1.00215,-0.574656,0.898611,0.0870904,-1.21451,-0.402547,0.0575476,0.952083,0.888889,0.873611,10.0036,8.20546,9.56846,10.594,10.6904,9.52046,9.76463,10.6002,6.29675,6.26566,6.81583,7.90522,9.03619,8.43119,8.75268,9.03619,-9999,-9999
200207,21.947,1.0,471.849,264.042,0.993952,359.999,0.0,9.143,1.0,99.128,1.0,1.374,0.0,2.393,0.704301,0.48795175252360873,0.7043010752688172,166.85488754704306,1.0,533.6217845967742,1.0,-9999,-9999,-9999,-9999,-9999,-9999,362.83,0.983199,18.484,18.33,17.382,15.213,12.97,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.08922,1.0,99.3734,0.93078,137.816,0.890762,19.2574,0.942876,26.7071,0.968857,2.80913,0.827285,0.127386,2.07915,3.35828,3.96862,0.86828,0.754032,0.694892,9.51723,10.4407,10.999,14.2976,6.15236,8.16889,8.71843,10.4425,9.17949,7.10439,8.55193,9.17949,9.9586,8.98276,9.44396,9.8735,-9999,-9999
200208,20.168,1.0,417.23,229.188,1.0,355.217,0.0,6.924,1.0,99.367,1.0,1.55,0.0,2.305,0.971774,0.3722618317514614,0.9583333333333333,137.9125056653226,1.0,467.3198911223118,1.0,-9999,-9999,-9999,-9999,-9999,-9999,366.368,1.0,18.125,18.189,17.635,16.187,14.35,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.01497,1.0,78.0612,0.999328,117.678,0.877658,11.8895,0.998656,17.9236,0.771176,1.69674,0.933468,0.132722,1.1743,1.77322,2.48062,0.946909,0.936156,0.850806,10.2381,9.17375,9.46931,9.87491,7.74989,6.79199,8.04745,8.17723,7.71289,7.35817,7.97205,8.5485,8.365,7.93758,8.18487,8.51041,-9999,-9999
200209,18.21,1.0,335.545,173.327,0.998611,348.564,0.0,6.515,1.0,99.185,1.0,1.441,0.0,2.379,0.884028,0.41286820443976713,0.85625,102.8127902986111,1.0,353.2872375416667,1.0,-9999,-9999,-9999,-9999,-9999,-9999,374.047,0.992361,16.543,16.609,16.287,15.398,14.404,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.907654,1.0,56.748,0.955556,82.5883,0.748251,18.0372,0.985417,26.2504,0.721534,2.19328,0.880556,0.112524,1.50026,2.36792,3.58946,0.900694,0.875,0.818056,8.06169,7.20956,7.78431,8.34279,5.47889,4.73488,5.42662,5.62119,6.17392,5.89037,6.26648,6.99995,6.5296,6.5296,7.0205,7.26239,-9999,-9999
200210,7.156,1.0,243.656,83.314,1.0,311.399,0.0,2.068,1.0,99.345,1.0,2.288,0.0,2.174,0.870296,0.3950084821424936,0.8541666666666666,41.899680255376346,1.0,169.8856424126344,1.0,-9999,-9999,-9999,-9999,-9999,-9999,373.974,0.992608,9.032,9.363,9.918,10.91,12.081,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.09795,1.0,16.9768,0.986559,24.7072,0.415938,8.66487,0.986559,12.6104,0.689872,2.47085,0.963038,0.0881705,2.31526,2.53174,3.16251,0.974462,0.960349,0.913306,5.76245,4.9635,5.37311,6.42726,3.10128,2.64824,2.81277,3.22471,3.80974,4.0982,4.31917,4.50079,2.80566,2.25353,2.6005,2.78451,-9999,-9999
200211,1.44,1.0,166.614,47.922,1.0,288.596,0.0,1.248,1.0,98.718,1.0,2.396,0.0,2.618,0.697222,0.5363185230969548,0.6694444444444444,15.535707777777777,1.0,99.42275311111112,1.0,-9999,-9999,-9999,-9999,-9999,-9999,376.096,1.0,3.107,3.448,4.004,5.161,7.358,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.05651,1.0,3.41385,0.986806,4.38388,0.187062,-6.64315,0.988194,-8.53078,0.655303,1.8742,0.985417,0.0380678,1.80174,1.8742,1.93206,0.986111,0.985417,0.979861,2.61902,2.35853,2.57427,2.66788,0.835528,0.55679,0.689945,0.744217,1.65598,1.68709,1.83919,1.98324,0.333132,0.361315,0.379287,0.433286,-9999,-9999
200212,-3.29,1.0,130.227,43.077,1.0,267.011,0.0,0.886,1.0,98.953,1.0,1.312,0.0,2.714,0.905914,0.5340792758208964,0.8924731182795698,7.8641715927419344,1.0,89.46129467741933,1.0,-9999,-9999,-9999,-9999,-9999,-9999,381.146,1.0,0.98,1.302,1.768,2.73,4.335,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.74986,1.0,1.63434,0.991263,2.14175,0.138122,0.395533,0.995296,0.518333,0.643035,1.33277,0.978495,0.0225792,1.32147,1.33792,1.40523,0.978495,0.978495,0.977823,1.43744,1.3808,1.44357,1.51585,0.108439,0.0822389,0.10489,0.134234,1.20875,1.19377,1.21396,1.26,0.0758539,0.0578185,0.0758539,0.0928239,-9999,-9999
200301,-9.529,1.0,147.394,62.683,0.995968,240.689,0.0,0.622,1.0,98.937,1.0,1.443,0.0,2.696,0.999328,0.5455820104453358,0.9993279569892473,26.36264112903226,1.0,124.90550368279571,1.0,-9999,-9999,-9999,-9999,-9999,-9999,378.271,1.0,0.085,0.368,0.824,1.73,2.987,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.87094,1.0,2.71088,0.999328,3.55252,0.110961,19.5789,0.999328,25.6575,0.8847,1.18012,0.983199,0.0230524,1.09594,1.20006,1.25677,0.991935,0.980511,0.97379,1.00508,0.964795,0.998237,1.02177,-0.211409,-0.244361,-0.205082,-0.139884,1.11098,1.11362,1.21722,1.27697,0.0639231,0.0506907,0.0588054,0.0639231,-9999,-9999
200302,-9.526,1.0,210.269,105.412,0.991071,228.619,0.0,0.836,1.0,99.057,1.0,1.568,0.0,2.531,0.985119,0.5019933701754976,0.9821428571428573,50.12125744047619,1.0,208.6128731473214,1.0,-9999,-9999,-9999,-9999,-9999,-9999,380.415,1.0,-0.168,0.144,0.553,1.296,2.329,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.48875,1.0,5.53723,0.999256,5.72835,0.129446,45.2987,1.0,46.8622,0.971091,1.18503,0.985119,0.0269986,1.11496,1.20213,1.3315,0.991815,0.983631,0.97247,0.995263,0.96299,0.990606,1.05296,-0.220311,-0.268571,-0.199242,-0.142142,1.20432,1.18061,1.22668,1.24351,0.144959,0.131895,0.143076,0.157086,-9999,-9999
200303,-1.912,1.0,299.357,144.972,1.0,264.523,0.0,1.685,1.0,98.939,1.0,1.734,0.0,2.541,0.596774,0.46500276240454635,0.5631720430107527,87.31985215053766,1.0,296.26525859543005,1.0,-9999,-9999,-9999,-9999,-9999,-9999,382.693,1.0,-0.115,0.178,0.489,1.074,2.07,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.7442,1.0,7.57726,0.964382,10.8535,0.161042,53.8569,0.965726,77.1433,0.80577,1.16744,0.927419,0.0246606,1.08727,1.18114,1.29981,0.953629,0.918011,0.885753,1.35353,1.24937,1.29214,1.58071,0.133678,0.133678,0.168275,0.254546,1.22598,1.24068,1.38033,1.50343,0.275853,0.266696,0.295433,0.370357,-9999,-9999
200304,3.836,1.0,390.081,176.822,1.0,285.297,0.0,3.95,1.0,99.23,1.0,2.585,0.0,2.483,0.273611,-9999,-9999,114.27464583333334,1.0,356.8115402777778,1.0,-9999,-9999,-9999,-9999,-9999,-9999,380.22,1.0,2.817,2.837,2.625,2.312,2.548,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.912085,1.0,18.7727,0.883333,23.4877,0.832201,72.4253,0.884028,90.6158,1.06906,0.931617,0.740972,0.0237049,0.85796,0.926411,0.999215,0.778472,0.721528,0.659722,2.38353,1.99835,2.21074,2.91913,1.4471,1.10693,1.30956,1.70345,1.59503,1.63994,1.90176,2.05625,1.08094,1.08094,1.10926,1.18372,-9999,-9999
200305,10.91,1.0,456.8,192.324,1.0,322.182,0.0,4.022,1.0,98.952,0.999328,3.27,0.0,2.369,0.328629,-9999,-9999,131.20592217741935,1.0,390.337269445207,0.9993279569892474,-9999,-9999,-9999,-9999,-9999,-9999,378.461,0.999328,9.856,9.727,9.133,7.811,6.53,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.487039,1.0,41.9772,0.860215,47.2875,1.00727,72.3778,0.87164,81.534,1.14645,2.02814,0.762097,0.0727061,1.81973,2.09441,2.52121,0.773522,0.775538,0.745968,6.13173,6.25949,6.83288,9.26778,4.09998,4.16202,4.99924,6.46818,6.3308,6.28184,6.58912,7.207,4.883,4.60799,4.78653,4.90581,-9999,-9999
200306,17.003,1.0,486.081,249.562,1.0,336.946,0.0,6.472,1.0,98.872,1.0,2.105,0.0,2.053,0.240972,-9999,-9999,164.36802083333333,1.0,502.54475566666673,1.0,-9999,-9999,-9999,-9999,-9999,-9999,372.181,1.0,14.364,14.208,13.32,11.632,9.746,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.702852,1.0,78.9595,0.819444,92.194,1.10253,60.7734,0.818056,70.9597,0.968569,0.0291678,0.632639,0.116234,-0.469184,0.139749,1.19496,0.647917,0.621528,0.63125,11.2529,9.53715,10.6425,13.8488,10.6637,10.0301,10.5134,12.6423,5.97359,5.49609,6.34924,7.6331,6.88547,6.76143,7.24234,7.74091,-9999,-9999
200307,20.005,1.0,471.849,232.095,1.0,356.918,0.0,7.341,1.0,98.852,1.0,1.787,0.0,2.22,0.487231,-9999,-9999,150.17690188172043,1.0,476.4256054301075,0.9993279569892473,-9999,-9999,-9999,-9999,-9999,-9999,364.827,0.995968,17.344,17.32,16.326,14.419,12.403,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.399913,1.0,77.5963,0.968414,111.534,0.993335,26.3983,0.967742,37.9439,0.672362,0.1212,0.925403,0.123875,-0.785187,0.1212,1.02846,0.94086,0.925403,0.883737,8.09578,7.78579,8.48507,9.50621,7.92925,6.73748,8.0567,10.2665,8.24785,7.14433,7.84326,8.30101,10.4505,9.94148,10.4413,10.7105,-9999,-9999
200308,20.068,0.903226,417.23,215.745,0.905242,361.09,0.0,5.608,0.903226,99.18,0.88172,1.005,0.0,1.985,0.524866,0.39814796586528,0.5221774193548387,143.6834677419355,1.0,449.07411796797186,0.8810483870967742,-9999,-9999,-9999,-9999,-9999,-9999,371.246,0.911962,18.345,18.498,17.655,16.12,14.152,0.931452,0.931452,0.931452,0.931452,0.931452,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0111468,0.931452,83.2027,0.872984,116.882,0.874362,24.4379,0.872984,34.3301,0.626381,3.35182,0.802419,0.16086,2.7486,3.21653,3.61338,0.818548,0.706317,0.662634,16.3546,10.4237,14.9648,16.1961,12.5425,7.09782,12.1874,12.9217,8.44266,8.44266,9.02837,9.85691,9.20307,8.50128,9.24689,10.0909,-9999,-9999
200309,15.41,1.0,335.545,156.634,1.0,336.162,0.0,4.688,1.0,99.235,0.989583,2.804,0.0,2.342,0.967361,0.39829941590691115,0.9666666666666667,87.81570493498818,0.9993055555555554,327.12211008727894,0.9888888888888889,-9999,-9999,-9999,-9999,-9999,-9999,377.019,1.0,14.68,14.917,14.621,14.159,13.631,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.50635,1.0,45.8221,1.0,74.7767,0.719479,8.83749,1.0,14.4218,0.691431,-0.526652,0.968056,0.089153,-0.993333,-0.411038,-0.322121,0.983333,0.925694,0.967361,6.13666,5.11723,5.29597,5.55181,6.36787,5.59734,6.2088,6.28478,3.40263,3.99757,4.57335,4.93756,5.51674,5.15149,5.47474,5.63316,-9999,-9999
200310,7.907,0.985215,243.656,96.64,0.986559,307.12,0.0,2.629,0.985215,98.841,0.96707,3.524,0.0,2.441,0.890457,0.46021017113543794,0.8702956989247312,46.83465680107526,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,385.88,1.0,8.58,8.883,9.075,9.716,10.714,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.41517,1.0,17.8423,0.991263,29.1167,0.411069,4.26187,0.990591,6.95491,0.739571,1.57373,0.942204,0.0511273,1.3545,1.5709,1.7625,0.974462,0.940188,0.928763,3.3127,3.25273,3.28696,3.32621,1.70811,1.65302,1.71957,1.90492,3.15673,3.12312,3.25653,3.76683,1.81997,1.85496,1.95716,2.03423,-9999,-9999
200311,3.679,0.389583,166.614,45.427,0.390972,303.994,0.0,1.41,0.389583,98.983,0.38125,4.059,0.0,2.729,0.29375,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,391.473,0.397917,4.445,4.753,5.246,6.567,8.301,0.389583,0.389583,0.389583,0.389583,0.389583,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.77421,0.389583,5.82233,0.394444,7.50989,0.256507,4.32167,0.395139,5.57428,0.838545,1.97406,0.393056,0.0462087,1.60499,2.00989,2.43431,0.393056,0.393056,0.388194,2.90488,2.27066,2.81335,2.96309,0.734301,0.45874,0.691749,0.769345,2.17282,2.00789,2.09171,2.16675,0.816113,0.410343,0.540849,0.778943,-9999,-9999
